Unnamed: 0,image_filename,realative_coordinates,label,fold
187,./data/predictors_data generating predictor 006.train.dir/image_0008_sentinel-map-time-test-dir__2019-08-30.png,"[0.17493048888718477, 0.20118144994194154, 0.8845397333316214, 0.5540782549705909]",incorrect,2
188,./data/predictors_data generating predictor 006.train.dir/image_0008_sentinel-map-time-test-dir__2019-09-01.png,"[0.17493048888718477, 0.20118144994194154, 0.8845397333316214, 0.5540782549705909]",incorrect,2
189,./data/predictors_data generating predictor 006.train.dir/image_0008_sentinel-map-time-test-dir__2019-09-04.png,"[0.17493048888718477, 0.20118144994194154, 0.8845397333316214, 0.5540782549705909]",incorrect,2
190,./data/predictors_data generating predictor 006.train.dir/image_0008_sentinel-map-time-test-dir__2019-09-06.png,"[0.17493048888718477, 0.20118144994194154, 0.8845397333316214, 0.5540782549705909]",incorrect,2
191,./data/predictors_data generating predictor 006.train.dir/image_0008_sentinel-map-time-test-dir__2019-09-09.png,"[0.17493048888718477, 0.20118144994194154, 0.8845397333316214, 0.5540782549705909]",incorrect,2
192,./data/predictors_data generating predictor 006.train.dir/image_0008_sentinel-map-time-test-dir__2019-09-11.png,"[0.17493048888718477, 0.20118144994194154, 0.8845397333316214, 0.5540782549705909]",incorrect,2
193,./data/predictors_data generating predictor 006.train.dir/image_0008_sentinel-map-time-test-dir__2019-09-14.png,"[0.17493048888718477, 0.20118144994194154, 0.8845397333316214, 0.5540782549705909]",incorrect,2
194,./data/predictors_data generating predictor 006.train.dir/image_0008_sentinel-map-time-test-dir__2019-09-26.png,"[0.17493048888718477, 0.20118144994194154, 0.8845397333316214, 0.5540782549705909]",incorrect,2
195,./data/predictors_data generating predictor 006.train.dir/image_0008_sentinel-map-time-test-dir__2019-10-04.png,"[0.17493048888718477, 0.20118144994194154, 0.8845397333316214, 0.5540782549705909]",incorrect,2
196,./data/predictors_data generating predictor 006.train.dir/image_0008_sentinel-map-time-test-dir__2019-10-11.png,"[0.17493048888718477, 0.20118144994194154, 0.8845397333316214, 0.5540782549705909]",incorrect,2
197,./data/predictors_data generating predictor 006.train.dir/image_0008_sentinel-map-time-test-dir__2019-10-16.png,"[0.17493048888718477, 0.20118144994194154, 0.8845397333316214, 0.5540782549705909]",incorrect,2
198,./data/predictors_data generating predictor 006.train.dir/image_0008_sentinel-map-time-test-dir__2019-10-21.png,"[0.17493048888718477, 0.20118144994194154, 0.8845397333316214, 0.5540782549705909]",incorrect,2
199,./data/predictors_data generating predictor 006.train.dir/image_0008_sentinel-map-time-test-dir__2019-10-31.png,"[0.17493048888718477, 0.20118144994194154, 0.8845397333316214, 0.5540782549705909]",incorrect,2
200,./data/predictors_data generating predictor 006.train.dir/image_0008_sentinel-map-time-test-dir__2019-11-13.png,"[0.17493048888718477, 0.20118144994194154, 0.8845397333316214, 0.5540782549705909]",incorrect,2
201,./data/predictors_data generating predictor 006.train.dir/image_0008_sentinel-map-time-test-dir__2019-11-23.png,"[0.17493048888718477, 0.20118144994194154, 0.8845397333316214, 0.5540782549705909]",incorrect,2
202,./data/predictors_data generating predictor 006.train.dir/image_0008_sentinel-map-time-test-dir__2019-12-18.png,"[0.17493048888718477, 0.20118144994194154, 0.8845397333316214, 0.5540782549705909]",incorrect,2
203,./data/predictors_data generating predictor 006.train.dir/image_0008_sentinel-map-time-test-dir__2019-12-20.png,"[0.17493048888718477, 0.20118144994194154, 0.8845397333316214, 0.5540782549705909]",incorrect,2
204,./data/predictors_data generating predictor 006.train.dir/image_0005_sentinel-map-time-test-dir__2019-01-09.png,"[0.2855836444432498, 0.4111083638799755, 0.9951928888876864, 0.763871774668587]",incorrect,3
205,./data/predictors_data generating predictor 006.train.dir/image_0005_sentinel-map-time-test-dir__2019-01-12.png,"[0.2855836444432498, 0.4111083638799755, 0.9951928888876864, 0.763871774668587]",incorrect,3
206,./data/predictors_data generating predictor 006.train.dir/image_0005_sentinel-map-time-test-dir__2019-01-19.png,"[0.2855836444432498, 0.4111083638799755, 0.9951928888876864, 0.763871774668587]",incorrect,3
207,./data/predictors_data generating predictor 006.train.dir/image_0005_sentinel-map-time-test-dir__2019-01-22.png,"[0.2855836444432498, 0.4111083638799755, 0.9951928888876864, 0.763871774668587]",incorrect,3
208,./data/predictors_data generating predictor 006.train.dir/image_0005_sentinel-map-time-test-dir__2019-01-24.png,"[0.2855836444432498, 0.4111083638799755, 0.9951928888876864, 0.763871774668587]",incorrect,3
209,./data/predictors_data generating predictor 006.train.dir/image_0005_sentinel-map-time-test-dir__2019-02-08.png,"[0.2855836444432498, 0.4111083638799755, 0.9951928888876864, 0.763871774668587]",incorrect,3
210,./data/predictors_data generating predictor 006.train.dir/image_0005_sentinel-map-time-test-dir__2019-02-18.png,"[0.2855836444432498, 0.4111083638799755, 0.9951928888876864, 0.763871774668587]",incorrect,3
211,./data/predictors_data generating predictor 006.train.dir/image_0005_sentinel-map-time-test-dir__2019-02-23.png,"[0.2855836444432498, 0.4111083638799755, 0.9951928888876864, 0.763871774668587]",incorrect,3
212,./data/predictors_data generating predictor 006.train.dir/image_0005_sentinel-map-time-test-dir__2019-03-15.png,"[0.2855836444432498, 0.4111083638799755, 0.9951928888876864, 0.763871774668587]",incorrect,3
213,./data/predictors_data generating predictor 006.train.dir/image_0005_sentinel-map-time-test-dir__2019-03-25.png,"[0.2855836444432498, 0.4111083638799755, 0.9951928888876864, 0.763871774668587]",incorrect,3
214,./data/predictors_data generating predictor 006.train.dir/image_0005_sentinel-map-time-test-dir__2019-04-02.png,"[0.2855836444432498, 0.4111083638799755, 0.9951928888876864, 0.763871774668587]",incorrect,3
215,./data/predictors_data generating predictor 006.train.dir/image_0005_sentinel-map-time-test-dir__2019-04-04.png,"[0.2855836444432498, 0.4111083638799755, 0.9951928888876864, 0.763871774668587]",incorrect,3
216,./data/predictors_data generating predictor 006.train.dir/image_0005_sentinel-map-time-test-dir__2019-04-09.png,"[0.2855836444432498, 0.4111083638799755, 0.9951928888876864, 0.763871774668587]",incorrect,3
217,./data/predictors_data generating predictor 006.train.dir/image_0005_sentinel-map-time-test-dir__2019-04-17.png,"[0.2855836444432498, 0.4111083638799755, 0.9951928888876864, 0.763871774668587]",incorrect,3
218,./data/predictors_data generating predictor 006.train.dir/image_0005_sentinel-map-time-test-dir__2019-04-19.png,"[0.2855836444432498, 0.4111083638799755, 0.9951928888876864, 0.763871774668587]",incorrect,3
219,./data/predictors_data generating predictor 006.train.dir/image_0005_sentinel-map-time-test-dir__2019-04-22.png,"[0.2855836444432498, 0.4111083638799755, 0.9951928888876864, 0.763871774668587]",incorrect,3
220,./data/predictors_data generating predictor 006.train.dir/image_0005_sentinel-map-time-test-dir__2019-04-24.png,"[0.2855836444432498, 0.4111083638799755, 0.9951928888876864, 0.763871774668587]",incorrect,3
221,./data/predictors_data generating predictor 006.train.dir/image_0005_sentinel-map-time-test-dir__2019-04-27.png,"[0.2855836444432498, 0.4111083638799755, 0.9951928888876864, 0.763871774668587]",incorrect,3
222,./data/predictors_data generating predictor 006.train.dir/image_0005_sentinel-map-time-test-dir__2019-04-29.png,"[0.2855836444432498, 0.4111083638799755, 0.9951928888876864, 0.763871774668587]",incorrect,3
223,./data/predictors_data generating predictor 006.train.dir/image_0005_sentinel-map-time-test-dir__2019-05-07.png,"[0.2855836444432498, 0.4111083638799755, 0.9951928888876864, 0.763871774668587]",incorrect,3
224,./data/predictors_data generating predictor 006.train.dir/image_0005_sentinel-map-time-test-dir__2019-05-09.png,"[0.2855836444432498, 0.4111083638799755, 0.9951928888876864, 0.763871774668587]",incorrect,3
225,./data/predictors_data generating predictor 006.train.dir/image_0005_sentinel-map-time-test-dir__2019-05-14.png,"[0.2855836444432498, 0.4111083638799755, 0.9951928888876864, 0.763871774668587]",incorrect,3
226,./data/predictors_data generating predictor 006.train.dir/image_0005_sentinel-map-time-test-dir__2019-05-17.png,"[0.2855836444432498, 0.4111083638799755, 0.9951928888876864, 0.763871774668587]",incorrect,3
227,./data/predictors_data generating predictor 006.train.dir/image_0005_sentinel-map-time-test-dir__2019-05-19.png,"[0.2855836444432498, 0.4111083638799755, 0.9951928888876864, 0.763871774668587]",incorrect,3
228,./data/predictors_data generating predictor 006.train.dir/image_0005_sentinel-map-time-test-dir__2019-05-27.png,"[0.2855836444432498, 0.4111083638799755, 0.9951928888876864, 0.763871774668587]",incorrect,3
229,./data/predictors_data generating predictor 006.train.dir/image_0005_sentinel-map-time-test-dir__2019-06-03.png,"[0.2855836444432498, 0.4111083638799755, 0.9951928888876864, 0.763871774668587]",incorrect,3
230,./data/predictors_data generating predictor 006.train.dir/image_0005_sentinel-map-time-test-dir__2019-06-06.png,"[0.2855836444432498, 0.4111083638799755, 0.9951928888876864, 0.763871774668587]",incorrect,3
231,./data/predictors_data generating predictor 006.train.dir/image_0005_sentinel-map-time-test-dir__2019-06-08.png,"[0.2855836444432498, 0.4111083638799755, 0.9951928888876864, 0.763871774668587]",incorrect,3
232,./data/predictors_data generating predictor 006.train.dir/image_0005_sentinel-map-time-test-dir__2019-06-11.png,"[0.2855836444432498, 0.4111083638799755, 0.9951928888876864, 0.763871774668587]",incorrect,3
233,./data/predictors_data generating predictor 006.train.dir/image_0005_sentinel-map-time-test-dir__2019-06-13.png,"[0.2855836444432498, 0.4111083638799755, 0.9951928888876864, 0.763871774668587]",incorrect,3
234,./data/predictors_data generating predictor 006.train.dir/image_0005_sentinel-map-time-test-dir__2019-06-16.png,"[0.2855836444432498, 0.4111083638799755, 0.9951928888876864, 0.763871774668587]",incorrect,3
235,./data/predictors_data generating predictor 006.train.dir/image_0005_sentinel-map-time-test-dir__2019-06-18.png,"[0.2855836444432498, 0.4111083638799755, 0.9951928888876864, 0.763871774668587]",incorrect,3
236,./data/predictors_data generating predictor 006.train.dir/image_0005_sentinel-map-time-test-dir__2019-06-21.png,"[0.2855836444432498, 0.4111083638799755, 0.9951928888876864, 0.763871774668587]",incorrect,3
237,./data/predictors_data generating predictor 006.train.dir/image_0005_sentinel-map-time-test-dir__2019-06-23.png,"[0.2855836444432498, 0.4111083638799755, 0.9951928888876864, 0.763871774668587]",incorrect,3
238,./data/predictors_data generating predictor 006.train.dir/image_0005_sentinel-map-time-test-dir__2019-06-28.png,"[0.2855836444432498, 0.4111083638799755, 0.9951928888876864, 0.763871774668587]",incorrect,3
239,./data/predictors_data generating predictor 006.train.dir/image_0005_sentinel-map-time-test-dir__2019-07-01.png,"[0.2855836444432498, 0.4111083638799755, 0.9951928888876864, 0.763871774668587]",incorrect,3
240,./data/predictors_data generating predictor 006.train.dir/image_0005_sentinel-map-time-test-dir__2019-07-03.png,"[0.2855836444432498, 0.4111083638799755, 0.9951928888876864, 0.763871774668587]",incorrect,3
241,./data/predictors_data generating predictor 006.train.dir/image_0005_sentinel-map-time-test-dir__2019-07-11.png,"[0.2855836444432498, 0.4111083638799755, 0.9951928888876864, 0.763871774668587]",incorrect,3
242,./data/predictors_data generating predictor 006.train.dir/image_0005_sentinel-map-time-test-dir__2019-07-18.png,"[0.2855836444432498, 0.4111083638799755, 0.9951928888876864, 0.763871774668587]",incorrect,3
243,./data/predictors_data generating predictor 006.train.dir/image_0005_sentinel-map-time-test-dir__2019-07-21.png,"[0.2855836444432498, 0.4111083638799755, 0.9951928888876864, 0.763871774668587]",incorrect,3
244,./data/predictors_data generating predictor 006.train.dir/image_0005_sentinel-map-time-test-dir__2019-07-26.png,"[0.2855836444432498, 0.4111083638799755, 0.9951928888876864, 0.763871774668587]",incorrect,3
245,./data/predictors_data generating predictor 006.train.dir/image_0005_sentinel-map-time-test-dir__2019-07-28.png,"[0.2855836444432498, 0.4111083638799755, 0.9951928888876864, 0.763871774668587]",incorrect,3
246,./data/predictors_data generating predictor 006.train.dir/image_0005_sentinel-map-time-test-dir__2019-07-31.png,"[0.2855836444432498, 0.4111083638799755, 0.9951928888876864, 0.763871774668587]",incorrect,3
247,./data/predictors_data generating predictor 006.train.dir/image_0005_sentinel-map-time-test-dir__2019-08-07.png,"[0.2855836444432498, 0.4111083638799755, 0.9951928888876864, 0.763871774668587]",incorrect,3
248,./data/predictors_data generating predictor 006.train.dir/image_0005_sentinel-map-time-test-dir__2019-08-10.png,"[0.2855836444432498, 0.4111083638799755, 0.9951928888876864, 0.763871774668587]",incorrect,3
249,./data/predictors_data generating predictor 006.train.dir/image_0005_sentinel-map-time-test-dir__2019-08-12.png,"[0.2855836444432498, 0.4111083638799755, 0.9951928888876864, 0.763871774668587]",incorrect,3
250,./data/predictors_data generating predictor 006.train.dir/image_0005_sentinel-map-time-test-dir__2019-08-15.png,"[0.2855836444432498, 0.4111083638799755, 0.9951928888876864, 0.763871774668587]",incorrect,3
251,./data/predictors_data generating predictor 006.train.dir/image_0005_sentinel-map-time-test-dir__2019-08-20.png,"[0.2855836444432498, 0.4111083638799755, 0.9951928888876864, 0.763871774668587]",incorrect,3
252,./data/predictors_data generating predictor 006.train.dir/image_0005_sentinel-map-time-test-dir__2019-08-22.png,"[0.2855836444432498, 0.4111083638799755, 0.9951928888876864, 0.763871774668587]",incorrect,3
253,./data/predictors_data generating predictor 006.train.dir/image_0005_sentinel-map-time-test-dir__2019-08-25.png,"[0.2855836444432498, 0.4111083638799755, 0.9951928888876864, 0.763871774668587]",incorrect,3
254,./data/predictors_data generating predictor 006.train.dir/image_0005_sentinel-map-time-test-dir__2019-08-27.png,"[0.2855836444432498, 0.4111083638799755, 0.9951928888876864, 0.763871774668587]",incorrect,3
255,./data/predictors_data generating predictor 006.train.dir/image_0005_sentinel-map-time-test-dir__2019-08-30.png,"[0.2855836444432498, 0.4111083638799755, 0.9951928888876864, 0.763871774668587]",incorrect,3
256,./data/predictors_data generating predictor 006.train.dir/image_0005_sentinel-map-time-test-dir__2019-09-01.png,"[0.2855836444432498, 0.4111083638799755, 0.9951928888876864, 0.763871774668587]",incorrect,3
257,./data/predictors_data generating predictor 006.train.dir/image_0005_sentinel-map-time-test-dir__2019-09-04.png,"[0.2855836444432498, 0.4111083638799755, 0.9951928888876864, 0.763871774668587]",incorrect,3
258,./data/predictors_data generating predictor 006.train.dir/image_0005_sentinel-map-time-test-dir__2019-09-06.png,"[0.2855836444432498, 0.4111083638799755, 0.9951928888876864, 0.763871774668587]",incorrect,3
259,./data/predictors_data generating predictor 006.train.dir/image_0005_sentinel-map-time-test-dir__2019-09-09.png,"[0.2855836444432498, 0.4111083638799755, 0.9951928888876864, 0.763871774668587]",incorrect,3
260,./data/predictors_data generating predictor 006.train.dir/image_0005_sentinel-map-time-test-dir__2019-09-11.png,"[0.2855836444432498, 0.4111083638799755, 0.9951928888876864, 0.763871774668587]",incorrect,3
